,video_id,start_frame,end_frame,class,total_frames
734,084_01_0012_1,79,100,19,148
735,084_01_0012_1,100,137,9,148
736,191_01_0014_6,11,80,19,175
737,191_01_0014_6,71,108,9,175
738,169_01_0022_4,44,95,19,205
739,169_01_0022_4,83,146,9,205
740,148_04_0009_6,50,202,19,207
741,148_04_0009_6,169,202,9,207
742,203_01_0042_2,1,127,19,215
743,203_01_0042_2,80,146,9,215
744,132_02_0020_B,0,229,19,231
745,132_02_0020_B,78,229,9,231
746,100_04_0028_F,0,92,9,262
747,100_04_0028_F,0,48,19,262
748,152_01_0011_C,0,243,19,244
749,152_01_0011_C,47,243,9,244
750,112_02_0014_A,0,253,19,255
751,112_02_0014_A,11,253,9,255
752,148_01_0029_B,0,23,19,259
753,148_01_0029_B,13,50,9,259
754,027_01_0004_7,89,215,19,273
755,027_01_0004_7,173,225,9,273
756,203_03_0019_D,0,69,19,333
757,203_03_0019_D,183,272,49,333
758,203_03_0019_D,120,168,9,333
759,148_01_0029_T,143,252,19,323
760,148_01_0029_T,128,159,9,323
761,148_01_0029_T,220,321,9,323
762,085_04_0022_5,249,312,9,331
763,085_04_0022_5,4,270,19,331
764,152_01_0011_B,0,390,19,392
765,152_01_0011_B,0,146,8,392
766,152_01_0011_B,194,391,9,392
767,203_02_0001_2,194,392,19,395
768,203_02_0001_2,352,373,9,395
769,081_01_0044_K,0,50,49,412
770,081_01_0044_K,39,111,19,412
771,081_01_0044_K,104,204,49,412
772,081_01_0044_K,204,264,19,412
773,081_01_0044_K,341,411,9,412
774,121_01_0005_F,0,220,21,221
775,121_01_0005_F,0,120,10,221
776,218_01_0021_C,0,221,21,223
777,218_01_0021_C,0,46,10,223
778,121_01_0008_0,0,295,21,299
779,121_01_0008_0,107,146,10,299
780,124_01_0011_0,134,183,10,317
781,124_01_0011_0,0,311,21,317
782,218_02_0019_L,0,309,21,310
783,218_02_0019_L,287,308,10,310
784,118_02_0010_G,0,380,21,382
785,118_02_0010_G,144,189,9,382
786,118_02_0010_G,236,258,10,382
787,085_04_0007_C,168,186,9,376
788,085_04_0007_C,322,373,10,376
789,085_04_0007_C,0,374,21,376
790,121_01_0020_A,0,400,21,402
791,121_01_0020_A,0,30,10,402
792,121_01_0016_H,0,406,21,408
793,121_01_0016_H,56,118,10,408
794,121_01_0016_H,205,230,9,408
795,218_02_0019_B,0,420,21,422
796,218_02_0019_B,55,87,10,422
797,031_01_0010_2,7,74,21,195
798,031_01_0010_2,77,149,21,195
799,150_02_0032_B,0,336,25,338
800,150_02_0032_B,0,336,21,338
801,184_04_0034_B,14,194,9,391
802,184_04_0034_B,0,389,21,391
803,116_01_0026_G,0,77,29,412
804,116_01_0026_G,36,388,21,412
805,116_01_0026_G,388,410,17,412
806,043_01_0016_G,0,417,21,418
807,043_01_0016_G,0,33,8,418
808,043_01_0016_G,330,371,9,418
809,019_02_0043_2,55,136,11,161
810,019_02_0043_2,65,130,8,161
811,061_05_0020_0,0,143,11,190
812,061_05_0020_0,26,150,8,190
813,192_01_0025_1,95,191,11,193
814,192_01_0025_1,96,111,8,193
815,061_02_0009_1,171,213,11,241
816,061_02_0009_1,195,236,8,241
817,052_05_0022_1,123,249,11,250
818,052_05_0022_1,147,160,8,250
819,052_03_0045_2,50,208,11,289
820,052_03_0045_2,211,271,17,289
821,052_03_0045_2,69,86,8,289
822,052_01_0043_G,0,321,11,322
823,052_01_0043_G,35,45,8,322
824,061_01_0030_E,0,120,11,330
825,061_01_0030_E,0,329,8,330
826,052_01_0016_H,0,335,11,336
827,052_01_0016_H,166,201,8,336
828,052_01_0043_H,0,347,11,349
829,052_01_0043_H,61,71,8,349
830,052_01_0043_D,0,396,11,397
831,052_01_0043_D,0,22,8,397
832,107_02_0027_1,87,109,49,178
833,107_02_0027_1,99,176,10,178
834,216_02_0016_1,2,122,49,239
835,216_02_0016_1,2,122,10,239
836,022_01_0044_Z,0,243,49,245
837,022_01_0044_Z,0,54,10,245
838,022_01_0032_B,0,264,49,266
839,022_01_0032_B,66,131,10,266
840,022_04_0038_E,0,270,49,271
841,022_04_0038_E,0,42,10,271
842,126_01_0035_C,146,207,10,302
843,126_01_0035_C,0,297,49,302
844,177_03_0021_0,0,298,49,302
845,177_03_0021_0,218,236,10,302
846,067_01_0005_0,50,288,49,316
847,067_01_0005_0,186,204,10,316
848,022_01_0044_A,0,318,49,331
849,022_01_0044_A,38,107,10,331
850,126_01_0035_E,114,176,10,347
851,126_01_0035_E,335,345,10,347
852,126_01_0035_E,0,345,49,347
853,203_01_0006_K,0,93,19,352
854,203_01_0006_K,126,348,49,352
855,203_01_0006_K,270,300,10,352
856,203_01_0006_K,66,173,9,352
857,203_01_0006_E,30,252,49,353
858,203_01_0006_E,174,204,10,353
859,203_01_0006_E,0,77,9,353
860,137_01_0013_H,0,29,24,362
861,137_01_0013_H,330,361,24,362
862,137_01_0013_H,112,212,10,362
863,137_01_0013_H,242,343,7,362
864,137_01_0013_H,0,361,49,362
865,022_01_0030_[,0,363,49,365
866,022_01_0030_[,143,180,10,365
867,022_01_0030_[,281,363,10,365
868,126_01_0035_G,159,221,10,437
869,126_01_0035_G,380,435,10,437
870,126_01_0035_G,0,435,49,437
871,103_01_0004_N,0,84,19,266
872,103_01_0004_N,0,22,5,266
873,078_01_0025_2,34,136,19,297
874,078_01_0025_2,136,185,5,297
875,035_02_0019_C,0,120,22,321
876,035_02_0019_C,120,311,19,321
877,035_02_0019_C,288,313,5,321
878,103_01_0004_B,0,161,19,315
879,103_01_0004_B,76,98,5,315
880,112_01_0032_q,0,176,23,357
881,112_01_0032_q,158,354,19,357
882,112_01_0032_q,0,45,5,357
883,112_01_0032_q,159,323,5,357
884,152_01_0018_A,0,435,19,436
885,152_01_0018_A,125,435,5,436
886,131_02_0030_0,0,155,21,261
887,131_02_0030_0,153,260,24,261
888,043_01_0012_H,0,105,24,280
889,043_01_0012_H,0,279,21,280
890,192_02_0021_M,0,298,24,299
891,192_02_0021_M,0,99,21,299
892,043_02_0003_F,0,324,21,325
893,043_02_0003_F,0,324,24,325
894,043_02_0003_F,163,324,8,325
895,031_01_0021_C,0,21,49,363
896,031_01_0021_C,24,135,49,363
897,031_01_0021_C,135,179,13,363
898,031_01_0021_C,179,318,21,363
899,031_01_0021_C,318,360,24,363
900,043_01_0009_E,0,20,21,388
901,043_01_0009_E,36,60,23,388
902,043_01_0009_E,57,372,21,388
903,043_01_0009_E,0,72,8,388
904,043_01_0009_E,153,177,9,388
905,043_01_0009_E,99,387,24,388
906,184_01_0044_G,0,241,21,243
907,184_01_0044_G,188,241,9,243
908,184_04_0031_A,173,253,9,254
909,184_04_0031_A,0,253,21,254
910,065_03_0026_D,153,280,9,281
911,065_03_0026_D,0,280,21,281
912,085_04_0005_D,243,272,9,273
913,085_04_0005_D,0,272,21,273
914,063_01_0017_D,0,293,21,295
915,063_01_0017_D,240,293,9,295
916,118_02_0011_A,0,303,21,305
917,118_02_0011_A,261,303,9,305
918,184_01_0040_B,0,31,9,324
919,184_01_0040_B,0,322,21,324
920,065_03_0026_A,0,42,26,323
921,065_03_0026_A,195,322,9,323
922,065_03_0026_A,0,322,21,323
923,118_02_0015_B,0,348,21,349
924,118_02_0015_B,234,348,9,349
925,184_01_0040_A,322,353,9,355
926,184_01_0040_A,0,353,21,355
927,184_04_0031_B,0,79,9,365
928,184_04_0031_B,0,363,21,365
929,063_01_0017_A,0,402,21,403
930,063_01_0017_A,155,203,9,403
931,063_01_0017_A,303,327,9,403
932,184_04_0020_C,0,420,21,421
933,184_04_0020_C,330,420,9,421
934,135_002_0038_D,0,426,21,427
935,135_002_0038_D,285,426,9,427
936,118_02_0010_B,0,438,21,439
937,118_02_0010_B,393,438,9,439
938,157_03_0020_0,100,122,8,146
939,157_03_0020_0,120,143,9,146
940,051_02_0028_2,32,47,8,147
941,051_02_0028_2,45,71,9,147
942,058_01_0010_0,44,74,8,153
943,058_01_0010_0,65,86,9,153
944,060_01_0033_1,0,188,12,189
945,060_01_0033_1,0,26,8,189
946,060_01_0033_1,49,95,9,189
947,060_01_0033_1,168,188,9,189
948,019_02_0029_1,29,117,8,208
949,019_02_0029_1,87,134,9,208
950,107_05_0007_5,101,128,8,210
951,107_05_0007_5,128,206,9,210
952,115_02_0030_1,0,114,8,234
953,115_02_0030_1,99,233,9,234
954,100_01_0035_0,0,165,8,237
955,100_01_0035_0,162,236,9,237
956,098_01_0017_4,56,91,8,265
957,098_01_0017_4,159,191,9,265
958,058_02_0041_0,131,234,8,270
959,058_02_0041_0,216,266,9,270
960,040_02_0017_0,0,141,8,289
961,040_02_0017_0,127,288,9,289
962,091_02_0004_E,0,27,8,316
963,091_02_0004_E,158,314,9,316
964,115_05_0003_0,0,150,8,333
965,115_05_0003_0,150,332,9,333
966,058_05_0007_0,0,222,8,382
967,058_05_0007_0,185,380,9,382
968,115_02_0009_2,56,256,8,397
969,115_02_0009_2,209,254,9,397
970,120_02_0031_1,92,124,19,237
971,120_02_0031_1,127,212,19,237
972,150_01_0024_S,0,82,19,244
973,150_01_0024_S,84,243,19,244
974,150_01_0024_S,0,243,25,244
975,150_01_0024_H,0,68,37,314
976,150_01_0024_H,68,150,19,314
977,150_01_0024_H,154,311,19,314
978,150_01_0024_H,0,313,25,314
979,120_01_0012_4,2,122,19,327
980,120_01_0012_4,125,167,19,327
981,139_01_0024_0,0,393,25,394
982,139_01_0024_0,216,254,19,394
983,139_01_0024_0,258,390,19,394
984,085_04_0034_C,9,55,8,266
985,085_04_0034_C,0,265,21,266
986,218_02_0020_B,0,316,21,317
987,218_02_0020_B,279,316,8,317
988,070_04_0021_A,0,327,21,328
989,070_04_0021_A,239,327,8,328
990,070_04_0012_A,0,358,21,360
991,070_04_0012_A,236,358,8,360
992,191_02_0037_C,0,373,21,375
993,191_02_0037_C,288,373,8,375
994,192_01_0036_I,341,390,25,391
995,192_01_0036_I,0,390,21,391
996,192_01_0036_I,157,197,8,391
997,192_01_0036_I,256,319,5,391
998,192_01_0036_I,335,379,8,391
999,124_03_0002_F,0,439,21,440
1000,124_03_0002_F,326,439,8,440
1001,134_01_0028_0,0,140,21,208
1002,134_01_0028_0,0,137,24,208
1003,134_01_0028_0,90,105,8,208
1004,043_02_0003_D,0,246,21,247
1005,043_02_0003_D,0,138,24,247
1006,043_02_0003_D,51,89,8,247
1007,191_02_0041_J,0,273,21,304
1008,191_02_0041_J,0,273,24,304
1009,191_02_0041_J,0,99,8,304
1010,134_01_0033_B,0,296,21,300
1011,134_01_0033_B,0,298,24,300
1012,134_01_0033_B,146,177,8,300
1013,043_01_0012_B,77,243,24,329
1014,043_01_0012_B,0,328,21,329
1015,043_01_0012_B,0,11,8,329
1016,043_01_0012_B,99,138,8,329
1017,134_01_0043_I,0,317,21,348
1018,134_01_0043_I,0,347,24,348
1019,134_01_0043_I,0,77,10,348
1020,134_01_0043_I,131,170,9,348
1021,134_01_0043_I,318,344,8,348
1022,043_02_0003_G,0,357,21,358
1023,043_02_0003_G,0,357,24,358
1024,043_02_0003_G,0,12,8,358
1025,043_02_0003_G,175,354,8,358
1026,043_02_0011_F,0,360,21,361
1027,043_02_0011_F,0,113,24,361
1028,043_02_0011_F,135,360,8,361
1029,043_02_0003_Z,0,387,21,388
1030,043_02_0003_Z,0,277,24,388
1031,043_02_0003_Z,0,138,8,388
1032,043_02_0003_Z,190,227,8,388
1033,134_01_0037_0,0,398,21,400
1034,134_01_0037_0,27,378,24,400
1035,134_01_0037_0,72,90,8,400
1036,052_01_0019_0,5,138,24,413
1037,052_01_0019_0,0,408,21,413
1038,052_01_0019_0,30,48,8,413
1039,134_02_0031_0,0,402,21,434
1040,134_02_0031_0,129,384,24,434
1041,134_02_0031_0,363,393,8,434
1042,166_01_0024_3,1,48,11,160
1043,166_01_0024_3,48,81,9,160
1044,126_01_0033_~,0,24,9,239
1045,126_01_0033_~,0,237,11,239
1046,126_01_0033_d,71,96,9,311
1047,126_01_0033_d,0,309,11,311
1048,040_01_0002_V,0,37,0,307
1049,040_01_0002_V,0,110,21,307
1050,040_01_0002_V,152,254,11,307
1051,040_01_0002_V,196,305,9,307
1052,126_01_0033_v,150,183,9,322
1053,126_01_0033_v,0,158,7,322
1054,126_01_0033_v,29,320,11,322
1055,126_01_0033__,135,168,9,346
1056,126_01_0033__,303,341,9,346
1057,126_01_0033__,0,143,7,346
1058,126_01_0033__,14,344,11,346
1059,132_01_0011_J,0,11,9,341
1060,132_01_0011_J,168,228,11,341
1061,132_01_0011_J,224,339,9,341
1062,040_01_0002_C,0,27,10,388
1063,040_01_0002_C,0,18,0,388
1064,040_01_0002_C,36,118,0,388
1065,040_01_0002_C,0,191,21,388
1066,040_01_0002_C,233,336,11,388
1067,040_01_0002_C,278,386,9,388
1068,040_01_0002_T,0,45,0,413
1069,040_01_0002_T,0,119,21,413
1070,040_01_0002_T,160,263,11,413
1071,040_01_0002_T,205,314,9,413
1072,169_02_0006_6,83,157,12,188
1073,169_02_0006_6,103,182,9,188
1074,005_01_0028_B,0,232,12,234
1075,005_01_0028_B,0,25,9,234
1076,005_01_0028_J,0,301,12,302
1077,005_01_0028_J,68,93,9,302
1078,026_02_0016_B,0,240,12,303
1079,026_02_0016_B,272,302,30,303
1080,026_02_0016_B,86,143,9,303
1081,060_03_0032_0,0,309,12,313
1082,060_03_0032_0,203,222,9,313
1083,026_04_0023_O,0,302,12,304
1084,026_04_0023_O,64,97,9,304
1085,026_04_0023_O,217,260,8,304
1086,005_01_0028_I,0,314,12,316
1087,005_01_0028_I,82,107,9,316
1088,107_02_0029_C,0,338,12,340
1089,107_02_0029_C,0,35,8,340
1090,107_02_0029_C,143,204,9,340
1091,026_04_0023_E,0,333,12,336
1092,026_04_0023_E,118,165,9,336
1093,026_04_0023_E,196,237,9,336
1094,060_01_0031_0,0,357,12,361
1095,060_01_0031_0,318,357,9,361
1096,026_04_0024_D,0,357,12,361
1097,026_04_0024_D,75,176,10,361
1098,026_04_0024_D,207,236,9,361
1099,071_01_0017_0,0,98,12,378
1100,071_01_0017_0,98,189,9,378
1101,026_04_0023_D,0,372,12,373
1102,026_04_0023_D,20,63,8,373
1103,026_04_0023_D,130,184,10,373
1104,026_04_0023_D,324,371,9,373
1105,081_01_0049_0,75,147,19,151
1106,081_01_0049_0,78,149,8,151
1107,107_01_0015_11,0,63,19,153
1108,107_01_0015_11,2,53,8,153
1109,107_01_0015_11,119,152,10,153
1110,087_01_0024_7,29,86,19,154
1111,087_01_0024_7,53,74,8,154
1112,068_01_0031_0,15,83,19,175
1113,068_01_0031_0,44,158,8,175
1114,107_02_0013_3,2,152,19,184
1115,107_02_0013_3,27,111,8,184
1116,081_01_0047_4,126,247,19,258
1117,081_01_0047_4,203,255,8,258
1118,137_01_0036_I,317,343,24,344
1119,137_01_0036_I,0,343,19,344
1120,137_01_0036_I,32,122,8,344
1121,137_01_0036_I,173,263,8,344
1122,100_02_0026_3,101,259,8,366
1123,100_02_0026_3,32,242,19,366
1124,087_02_0050_A,2,128,19,387
1125,087_02_0050_A,128,290,8,387
1126,087_02_0050_A,197,386,19,387
1127,137_01_0036_F,245,388,24,389
1128,137_01_0036_F,0,388,19,389
1129,137_01_0036_F,0,50,8,389
1130,137_01_0036_F,101,191,8,389
1131,107_02_0029_4,0,444,19,445
1132,107_02_0029_4,51,233,8,445
1133,191_05_0017_0,0,81,24,169
1134,191_05_0017_0,69,108,7,169
1135,121_03_0021_0,2,80,24,205
1136,121_03_0021_0,75,105,7,205
1137,052_01_0048_E,0,238,11,239
1138,052_01_0048_E,0,238,24,239
1139,052_01_0048_E,0,20,7,239
1140,090_02_0028_A,0,267,24,268
1141,090_02_0028_A,35,69,7,268
1142,134_01_0026_2,12,263,24,267
1143,134_01_0026_2,86,123,7,267
1144,090_02_0015_B,0,311,24,313
1145,090_02_0015_B,0,41,7,313
1146,137_01_0012_0,69,264,24,316
1147,137_01_0012_0,186,287,7,316
1148,090_02_0023_0,99,261,24,322
1149,090_02_0023_0,134,192,7,322
1150,174_01_0042_S,0,322,24,323
1151,174_01_0042_S,159,203,7,323
1152,159_05_0011_A,0,166,7,317
1153,159_05_0011_A,0,166,24,317
1154,090_02_0015_G,0,334,24,336
1155,090_02_0015_G,126,168,7,336
1156,174_03_0041_E,0,356,24,358
1157,174_03_0041_E,176,222,7,358
1158,174_03_0041_A,0,431,24,433
1159,174_03_0041_A,0,38,7,433
1160,123_02_0011_4,214,430,24,433
1161,123_02_0011_4,273,331,7,433
1162,084_03_0031_0,37,62,49,148
1163,084_03_0031_0,37,62,7,148
1164,192_05_0003_0,0,44,49,153
1165,192_05_0003_0,35,68,7,153
1166,191_02_0031_8,83,170,49,173
1167,191_02_0031_8,128,154,7,173
1168,022_01_0032_11,13,255,49,272
1169,022_01_0032_11,163,246,7,272
1170,022_04_0038_S,0,276,49,277
1171,022_04_0038_S,0,54,7,277
1172,022_04_0038_Q,0,289,49,291
1173,022_04_0038_Q,13,68,7,291
1174,169_01_0025_V,0,313,49,314
1175,169_01_0025_V,0,32,8,314
1176,169_01_0025_V,152,197,7,314
1177,167_02_0038_I,0,90,19,324
1178,167_02_0038_I,86,323,49,324
1179,167_02_0038_I,0,30,7,324
1180,167_02_0038_I,126,159,7,324
1181,167_02_0038_I,260,321,7,324
1182,169_01_0025_M,0,328,49,330
1183,169_01_0025_M,0,71,8,330
1184,169_01_0025_M,110,161,8,330
1185,169_01_0025_M,282,326,7,330
1186,218_01_0036_E,171,232,30,329
1187,218_01_0036_E,0,220,49,329
1188,218_01_0036_E,227,327,50,329
1189,218_01_0036_E,127,166,7,329
1190,051_01_0030_1,113,180,49,350
1191,051_01_0030_1,128,166,7,350
1192,022_04_0036_1,30,390,49,395
1193,022_04_0036_1,126,176,7,395
1194,067_04_0020_M,0,417,49,419
1195,067_04_0020_M,207,263,7,419
1196,067_04_0016_C,0,422,49,424
1197,067_04_0016_C,104,122,7,424
1198,195_04_0025_0,0,428,49,432
1199,195_04_0025_0,0,68,7,432
1200,016_01_0034_1,105,227,49,437
1201,016_01_0034_1,219,324,7,437
1202,162_04_0002_1,0,147,24,247
1203,162_04_0002_1,147,246,21,247
1204,083_01_0035_D,0,318,24,320
1205,083_01_0035_D,158,318,21,320
1206,090_02_0001_0,0,162,24,322
1207,090_02_0001_0,29,321,21,322
1208,052_01_0035_E,0,171,11,349
1209,052_01_0035_E,114,245,24,349
1210,052_01_0035_E,233,348,21,349
1211,052_01_0035_E,17,35,8,349
1212,052_01_0035_E,101,125,8,349
1213,043_01_0014_B,0,404,24,406
1214,043_01_0014_B,0,404,21,406
1215,043_01_0014_B,0,12,8,406
1216,043_01_0014_B,216,285,8,406
1217,083_01_0035_C,0,408,24,409
1218,083_01_0035_C,230,390,21,409
1219,043_01_0014_Z,0,440,24,442
1220,043_01_0014_Z,0,440,21,442
1221,043_01_0014_Z,147,216,8,442
1222,027_01_0035_2,0,18,8,152
1223,027_01_0035_2,18,41,17,152
1224,076_01_0020_2,50,240,8,277
1225,076_01_0020_2,221,267,17,277
1226,076_05_0022_G,0,135,8,286
1227,076_05_0022_G,102,285,17,286
1228,214_02_0025_H,0,286,17,287
1229,214_02_0025_H,0,286,8,287
1230,214_02_0025_F,1,287,17,289
1231,214_02_0025_F,0,287,8,289
1232,076_05_0022_A,0,183,8,314
1233,076_05_0022_A,76,158,17,314
1234,076_05_0022_A,158,313,33,314
1235,030_01_0016_Z,99,362,8,406
1236,030_01_0016_Z,18,119,17,406
1237,030_01_0016_Z,294,360,17,406
1238,030_01_0016_Z,0,179,24,406
1239,076_01_0042_1,0,210,8,399
1240,076_01_0042_1,140,198,17,399
1241,062_04_0004_3,96,144,19,153
1242,062_04_0004_3,108,149,7,153
1243,022_04_0022_2,83,171,19,176
1244,022_04_0022_2,103,122,7,176
1245,137_01_0033_4,24,142,19,197
1246,137_01_0033_4,30,152,7,197
1247,148_01_0022_1,4,93,19,244
1248,148_01_0022_1,38,240,7,244
1249,167_02_0019_k,0,281,19,283
1250,167_02_0019_k,0,68,7,283
1251,167_02_0019_L,0,285,19,286
1252,167_02_0019_L,3,72,7,286
1253,026_02_0033_g,0,160,19,316
1254,026_02_0033_g,240,305,17,316
1255,026_02_0033_g,298,315,38,316
1256,026_02_0033_g,28,315,7,316
1257,167_02_0038_A,2,303,19,339
1258,167_02_0038_A,299,338,49,339
1259,167_02_0038_A,83,173,7,339
1260,167_02_0038_A,197,243,7,339
1261,214_02_0024_A,0,12,19,340
1262,214_02_0024_A,0,339,7,340
1263,167_05_0011_Q,0,341,19,342
1264,167_05_0011_Q,12,53,7,342
1265,026_02_0033_x,0,131,19,418
1266,026_02_0033_x,211,276,17,418
1267,026_02_0033_x,269,331,38,418
1268,026_02_0033_x,348,360,47,418
1269,026_02_0033_x,0,417,7,418
1270,058_02_0018_0,77,126,10,151
1271,058_02_0018_0,125,150,9,151
1272,215_04_0027_0,80,143,10,164
1273,215_04_0027_0,125,162,9,164
1274,083_01_0015_3,0,201,24,202
1275,083_01_0015_3,0,201,21,202
1276,083_01_0015_3,59,116,10,202
1277,083_01_0015_3,114,137,9,202
1278,100_01_0014_3,56,168,10,288
1279,100_01_0014_3,152,203,9,288
1280,110_05_0006_0,98,270,10,306
1281,110_05_0006_0,270,304,9,306
1282,077_01_0046_G,0,52,10,317
1283,077_01_0046_G,139,204,10,317
1284,077_01_0046_G,254,314,9,317
1285,077_01_0046_G,300,316,38,317
1286,115_05_0003_2,0,108,10,340
1287,115_05_0003_2,108,339,9,340
1288,100_05_0015_D,0,44,8,341
1289,100_05_0015_D,24,104,10,341
1290,100_05_0015_D,167,239,10,341
1291,100_05_0015_D,270,339,9,341
1292,150_02_0004_D,0,47,10,343
1293,150_02_0004_D,47,341,9,343
1294,150_02_0004_D,0,341,37,343
1295,150_02_0004_D,0,341,25,343
1296,065_01_0013_A,15,68,10,345
1297,065_01_0013_A,80,174,9,345
1298,065_01_0013_A,278,344,9,345
1299,112_01_0039_0,8,66,10,381
1300,112_01_0039_0,261,365,9,381
1301,059_01_0038_0,0,81,10,423
1302,059_01_0038_0,212,399,9,423
1303,121_01_0012_A,0,241,21,243
1304,121_01_0012_A,209,241,10,243
1305,085_04_0023_F,226,257,10,385
1306,085_04_0023_F,0,257,21,385
1307,118_02_0011_D,0,368,21,369
1308,118_02_0011_D,285,368,10,369
1309,121_01_0016_E,0,377,21,378
1310,121_01_0016_E,335,377,10,378
1311,100_02_0023_N,0,48,8,413
1312,100_02_0023_N,111,189,10,413
1313,100_02_0023_N,357,411,10,413
1314,100_02_0023_N,0,204,19,413
1315,100_02_0023_N,204,411,21,413
1316,121_01_0006_S,0,409,21,411
1317,121_01_0006_S,3,40,9,411
1318,121_01_0006_S,56,113,9,411
1319,121_01_0006_S,169,202,8,411
1320,121_01_0006_S,382,408,10,411
1321,004_01_0028_1,99,117,7,153
1322,004_01_0028_1,120,150,7,153
1323,132_01_0025_0,126,201,7,297
1324,132_01_0025_0,235,292,7,297
1325,033_01_0027_C,0,364,35,365
1326,033_01_0027_C,0,41,7,365
1327,033_01_0027_C,84,183,7,365
1328,051_01_0014_0,88,212,7,356
1329,051_01_0014_0,256,296,7,356
1330,059_01_0033_2,0,154,7,376
1331,059_01_0033_2,156,375,7,376
1332,033_01_0027_A,0,409,35,410
1333,033_01_0027_A,2,65,7,410
1334,033_01_0027_A,108,207,7,410
1335,134_01_0006_4,2,30,20,151
1336,134_01_0006_4,83,131,23,151
1337,134_01_0006_4,30,68,8,151
1338,134_01_0006_4,89,98,8,151
1339,214_02_0033_J,0,14,20,279
1340,214_02_0033_J,0,277,8,279
1341,214_01_0008_A,0,291,49,293
1342,214_01_0008_A,0,291,20,293
1343,214_01_0008_A,70,291,8,293
1344,022_04_0038_1,5,299,20,304
1345,022_04_0038_1,149,186,8,304
1346,068_02_0020_A,103,246,8,248
1347,068_02_0020_A,0,246,23,248
1348,068_02_0003_1,75,276,23,333
1349,068_02_0003_1,242,289,8,333
1350,076_05_0022_N,0,392,23,394
1351,076_05_0022_N,195,392,8,394
1352,103_01_0035_C,0,397,23,399
1353,103_01_0035_C,0,397,8,399
1354,068_02_0021_5,178,311,23,389
1355,068_02_0021_5,298,373,8,389
1356,214_02_0025_A,2,208,23,411
1357,214_02_0025_A,209,410,17,411
1358,214_02_0025_A,95,410,8,411
1359,005_03_0040_0,44,69,9,148
1360,005_03_0040_0,69,90,8,148
1361,005_01_0032_2,0,179,12,181
1362,005_01_0032_2,22,43,9,181
1363,005_01_0032_2,39,114,8,181
1364,104_02_0015_2,0,45,9,239
1365,104_02_0015_2,45,120,8,239
1366,199_01_0015_0,0,132,9,262
1367,199_01_0015_0,0,132,8,262
1368,107_02_0029_1,0,77,9,265
1369,107_02_0029_1,66,263,8,265
1370,169_01_0025_A,152,200,43,311
1371,169_01_0025_A,236,301,49,311
1372,169_01_0025_A,0,84,9,311
1373,169_01_0025_A,81,301,8,311
1374,169_02_0005_4,149,197,9,304
1375,169_02_0005_4,197,302,8,304
1376,081_03_0041_0,0,30,9,322
1377,081_03_0041_0,93,155,8,322
1378,100_01_0022_H,8,51,8,342
1379,100_01_0022_H,56,122,9,342
1380,100_01_0022_H,186,251,8,342
1381,100_01_0022_H,0,341,21,342
1382,100_01_0022_H,0,78,0,342
1383,146_01_0020_M,0,104,9,345
1384,146_01_0020_M,108,343,8,345
1385,146_01_0020_I,0,113,9,354
